Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
Amazon,1185732,2/19/2021,Northeast,Vermont,Burlington,Women's Street Footwear,40,300,12000,3600,In-store
Amazon,1185732,2/19/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,45,200,9000,2700,In-store
Amazon,1185732,2/19/2021,Northeast,New Hampshire,Manchester,Men's Apparel,60,275,16500,4950,In-store
Amazon,1185732,2/19/2021,Northeast,New Hampshire,Manchester,Women's Apparel,50,375,18750,6562.5,In-store
Amazon,1185732,3/17/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,50,570,28500,11400,In-store
Amazon,1185732,3/17/2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,50,275,13750,5500,In-store
Amazon,1185732,3/17/2021,Northeast,New Hampshire,Manchester,Women's Street Footwear,40,300,12000,3600,In-store
Amazon,1185732,3/17/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,45,150,6750,2025,In-store
Amazon,1185732,3/17/2021,Northeast,New Hampshire,Manchester,Men's Apparel,60,200,12000,3600,In-store
Amazon,1185732,3/17/2021,Northeast,New Hampshire,Manchester,Women's Apparel,50,300,15000,5250,In-store
Amazon,1185732,4/18/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,50,550,27500,11000,In-store
Amazon,1185732,4/18/2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,50,250,12500,5000,In-store
Amazon,1185732,4/18/2021,Northeast,New Hampshire,Manchester,Women's Street Footwear,40,250,10000,3000,In-store
Amazon,1185732,4/18/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,45,175,7875,2362.5,In-store
Amazon,1185732,4/18/2021,Northeast,New Hampshire,Manchester,Men's Apparel,60,175,10500,3150,In-store
Amazon,1185732,4/18/2021,Northeast,New Hampshire,Manchester,Women's Apparel,50,325,16250,5687.5,In-store
Amazon,1185732,5/17/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,65,595,38675,15470,In-store
Amazon,1185732,5/17/2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,60,300,18000,7200,In-store
Amazon,1185732,5/17/2021,Northeast,New Hampshire,Manchester,Women's Street Footwear,55,325,17875,5362.5,In-store
Amazon,1185732,5/17/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,55,275,15125,4537.5,In-store
Amazon,1185732,5/17/2021,Northeast,New Hampshire,Manchester,Men's Apparel,65,300,19500,5850,In-store
Amazon,1185732,5/17/2021,Northeast,New Hampshire,Manchester,Women's Apparel,70,425,29750,10412.5,In-store
Amazon,1185732,6/19/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,65,675,43875,17550,In-store
Amazon,1185732,6/19/2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,60,425,25500,10200,In-store
Amazon,1185732,6/19/2021,Northeast,New Hampshire,Manchester,Women's Street Footwear,55,350,19250,5775,In-store
Amazon,1185732,6/19/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,55,325,17875,5362.5,In-store
Amazon,1185732,6/19/2021,Northeast,New Hampshire,Manchester,Men's Apparel,65,325,21125,6337.5,In-store
Amazon,1185732,6/19/2021,Northeast,New Hampshire,Manchester,Women's Apparel,70,475,33250,11637.5,In-store
Amazon,1185732,7/17/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,65,700,45500,18200,In-store
Amazon,1185732,7/17/2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,60,450,27000,10800,Outlet
Amazon,1185732,7/17/2021,Northeast,New Hampshire,Manchester,Women's Street Footwear,55,375,20625,6187.5,Outlet
Amazon,1185732,7/17/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,55,325,17875,5362.5,Outlet
Amazon,1185732,7/17/2021,Northeast,New Hampshire,Manchester,Men's Apparel,65,350,22750,6825,Outlet
Amazon,1185732,7/17/2021,Northeast,New Hampshire,Manchester,Women's Apparel,70,525,36750,12862.5,Outlet
Amazon,1185732,8/18/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,65,675,43875,17550,Outlet
Amazon,1185732,8/18/2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,60,450,27000,10800,Outlet
Amazon,1185732,8/18/2021,Northeast,New Hampshire,Manchester,Women's Street Footwear,55,375,20625,6187.5,Outlet
Amazon,1185732,8/18/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,55,275,15125,4537.5,Outlet
Amazon,1185732,8/18/2021,Northeast,New Hampshire,Manchester,Men's Apparel,65,250,16250,4875,Outlet
Amazon,1185732,8/18/2021,Northeast,New Hampshire,Manchester,Women's Apparel,70,425,29750,10412.5,Outlet
Amazon,1185732,9/17/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,65,550,35750,14300,Outlet
Amazon,1185732,9/17/2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,60,350,21000,8400,Outlet
Amazon,1185732,9/17/2021,Northeast,New Hampshire,Manchester,Women's Street Footwear,55,250,13750,4125,Outlet
Amazon,1185732,9/17/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,55,225,12375,3712.5,Outlet
Amazon,1185732,9/17/2021,Northeast,New Hampshire,Manchester,Men's Apparel,65,225,14625,4387.5,Outlet
Amazon,1185732,9/17/2021,Northeast,New Hampshire,Manchester,Women's Apparel,70,325,22750,7962.5,Outlet
Foot Locker,1185732,10/19/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,70,475,33250,13300,Outlet
Foot Locker,1185732,10/19/2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,65,300,19500,7800,Outlet
Foot Locker,1185732,10/19/2021,Northeast,New Hampshire,Manchester,Women's Street Footwear,65,200,13000,3900,Outlet
Foot Locker,1185732,10/19/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,65,175,11375,3412.5,Outlet
Foot Locker,1185732,10/19/2021,Northeast,New Hampshire,Manchester,Men's Apparel,75,175,13125,3937.5,Outlet
Foot Locker,1185732,10/19/2021,Northeast,New Hampshire,Manchester,Women's Apparel,80,300,24000,8400,Outlet
Foot Locker,1185732,11/18/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,75,450,33750,13500,Outlet
Foot Locker,1185732,11/18/2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,65,325,21125,8450,Outlet
Foot Locker,1185732,11/18/2021,Northeast,New Hampshire,Manchester,Women's Street Footwear,65,345,22425,6727.5,Outlet
Foot Locker,1185732,11/18/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,65,325,21125,6337.5,Outlet
Foot Locker,1185732,11/18/2021,Northeast,New Hampshire,Manchester,Men's Apparel,75,300,22500,6750,Outlet
Foot Locker,1185732,11/18/2021,Northeast,New Hampshire,Manchester,Women's Apparel,80,400,32000,11200,Outlet
Foot Locker,1185732,12/17/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,75,625,46875,18750,Outlet
Foot Locker,1185732,12/17/2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,65,425,27625,11050,Outlet
Foot Locker,1185732,12/17/2021,Northeast,New Hampshire,Manchester,Women's Street Footwear,65,400,26000,7800,Outlet
Foot Locker,1185732,12/17/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,65,350,22750,6825,Outlet
Foot Locker,1185732,12/17/2021,Northeast,New Hampshire,Manchester,Men's Apparel,75,350,26250,7875,Outlet
Foot Locker,1185732,12/17/2021,Northeast,New Hampshire,Manchester,Women's Apparel,80,450,36000,12600,Outlet
Foot Locker,1185732,1/24/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,55,500,27500,9625,Outlet
Foot Locker,1185732,1/24/2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,55,300,16500,5775,Outlet
Foot Locker,1185732,1/24/2021,Northeast,New Hampshire,Manchester,Women's Street Footwear,45,300,13500,3375,Outlet
Foot Locker,1185732,1/24/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,50,150,7500,1875,Outlet
Foot Locker,1185732,1/24/2021,Northeast,New Hampshire,Manchester,Men's Apparel,65,200,13000,3250,Outlet
Foot Locker,1185732,1/24/2021,Northeast,New Hampshire,Manchester,Women's Apparel,55,300,16500,4950,Outlet
Foot Locker,1185732,2/22/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,55,575,31625,11068.75,Outlet
Foot Locker,1185732,2/22/2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,55,225,12375,4331.25,Outlet
Foot Locker,1185732,2/22/2021,Northeast,New Hampshire,Manchester,Women's Street Footwear,45,275,12375,3093.75,Outlet
Foot Locker,1185732,1/1/2020,Northeast,New York,New York,Men's Street Footwear,47,336,1579,963.31,Online
Foot Locker,1185732,1/2/2020,Northeast,New York,New York,Men's Athletic Footwear,47,260,1222,513.24,Online
Foot Locker,1185732,1/3/2020,Northeast,New York,New York,Women's Street Footwear,36,250,900,414,Online
Foot Locker,1185732,1/4/2020,Northeast,New York,New York,Women's Athletic Footwear,41,247,1013,465.84,Online
Foot Locker,1185732,1/5/2020,Northeast,New York,New York,Men's Apparel,55,234,1287,514.8,Online
Foot Locker,1185732,1/6/2020,Northeast,New York,New York,Women's Apparel,46,260,1196,442.52,Online
Foot Locker,1185732,1/7/2020,Northeast,New York,New York,Men's Street Footwear,46,313,1440,892.68,Online
Foot Locker,1185732,1/8/2020,Northeast,New York,New York,Men's Athletic Footwear,46,261,1201,528.26,Online
Foot Locker,1185732,1/21/2020,Northeast,New York,New York,Women's Street Footwear,36,276,994,466.99,Online
Foot Locker,1185732,1/22/2020,Northeast,New York,New York,Women's Athletic Footwear,44,206,906,444.14,Online
Foot Locker,1185732,1/23/2020,Northeast,New York,New York,Men's Apparel,58,243,1409,606.04,Online
Foot Locker,1185732,1/24/2020,Northeast,New York,New York,Women's Apparel,48,290,1392,528.96,Online
Foot Locker,1185732,1/25/2020,Northeast,New York,New York,Men's Street Footwear,46,354,1628,1025.89,Online
Foot Locker,1185732,1/26/2020,Northeast,New York,New York,Men's Athletic Footwear,48,259,1243,534.58,Online
Foot Locker,1185732,1/27/2020,Northeast,New York,New York,Women's Street Footwear,39,247,963,472.02,Online
Foot Locker,1185732,1/28/2020,Northeast,New York,New York,Women's Athletic Footwear,43,216,929,464.4,Online
Foot Locker,1185732,1/29/2020,Northeast,New York,New York,Men's Apparel,59,230,1357,569.94,Online
Foot Locker,1185732,1/30/2020,Northeast,New York,New York,Women's Apparel,45,238,1071,374.85,Online
Foot Locker,1185732,1/31/2020,Northeast,New York,New York,Men's Street Footwear,45,300,1350,837,Online
Foot Locker,1185732,2/1/2020,Northeast,New York,New York,Men's Athletic Footwear,47,234,1100,450.92,Online
Foot Locker,1185732,2/2/2020,Northeast,New York,New York,Women's Street Footwear,39,252,983,491.4,Online
Foot Locker,1185732,2/3/2020,Northeast,New York,New York,Women's Athletic Footwear,41,239,980,480.15,Online
Foot Locker,1185732,2/4/2020,Northeast,New York,New York,Men's Apparel,56,215,1204,505.68,Online
Foot Locker,1185732,2/5/2020,Northeast,New York,New York,Women's Apparel,49,238,1166,431.49,Online
Foot Locker,1185732,2/6/2020,Northeast,New York,New York,Men's Street Footwear,54,317,1712,1095.55,Online
Foot Locker,1185732,2/7/2020,Northeast,New York,New York,Men's Athletic Footwear,50,259,1295,518,Online
Foot Locker,1185732,2/8/2020,Northeast,New York,New York,Women's Street Footwear,46,261,1201,564.28,Online
Foot Locker,1185732,2/9/2020,Northeast,New York,New York,Women's Athletic Footwear,46,230,1058,507.84,Online
Foot Locker,1185732,2/10/2020,Northeast,New York,New York,Men's Apparel,59,245,1446,650.48,Online
Foot Locker,1185732,3/3/2020,Northeast,New York,New York,Women's Apparel,59,290,1711,615.96,Online
Foot Locker,1185732,3/4/2020,Northeast,New York,New York,Men's Street Footwear,55,313,1722,1050.12,Online
Foot Locker,1185732,3/5/2020,Northeast,New York,New York,Men's Athletic Footwear,54,270,1458,597.78,Online
Foot Locker,1185732,3/6/2020,Northeast,New York,New York,Women's Street Footwear,46,278,1279,613.82,Online
Foot Locker,1185732,3/7/2020,Northeast,New York,New York,Women's Athletic Footwear,47,261,1227,552.02,Online
Foot Locker,1185732,3/8/2020,Northeast,New York,New York,Men's Apparel,55,252,1386,623.7,Online
Foot Locker,1185732,3/9/2020,Northeast,New York,New York,Women's Apparel,64,305,1952,761.28,Online
Foot Locker,1185732,3/10/2020,Northeast,New York,New York,Men's Street Footwear,59,319,1882,1129.26,Online
Foot Locker,1185732,3/11/2020,Northeast,New York,New York,Men's Athletic Footwear,53,267,1415,594.34,Online
Foot Locker,1185732,3/12/2020,Northeast,New York,New York,Women's Street Footwear,46,247,1136,511.29,Online
Foot Locker,1185732,3/13/2020,Northeast,New York,New York,Women's Athletic Footwear,46,243,1118,514.19,Online
Foot Locker,1185732,3/14/2020,Northeast,New York,New York,Men's Apparel,58,231,1340,576.11,Online
Foot Locker,1185732,3/15/2020,Northeast,New York,New York,Women's Apparel,61,286,1745,697.84,Online
Foot Locker,1185732,3/16/2020,Northeast,New York,New York,Men's Street Footwear,58,325,1885,1149.85,Online
Foot Locker,1185732,3/17/2020,Northeast,New York,New York,Men's Athletic Footwear,53,308,1632,669.28,Online
Foot Locker,1185732,3/18/2020,Northeast,New York,New York,Women's Street Footwear,45,257,1157,531.99,Online
Foot Locker,1185732,3/31/2020,Northeast,New York,New York,Women's Athletic Footwear,47,241,1133,532.37,Online
Walmart,1185732,4/17/2020,Northeast,New York,New York,Men's Apparel,54,270,1458,656.1,Online
Walmart,1185732,4/18/2020,Northeast,New York,New York,Women's Apparel,62,290,1798,665.26,Online
Walmart,1185732,4/19/2020,Northeast,New York,New York,Men's Street Footwear,56,360,2016,1249.92,Online
Walmart,1185732,4/20/2020,Northeast,New York,New York,Men's Athletic Footwear,50,270,1350,594,Online
Walmart,1185732,4/21/2020,Northeast,New York,New York,Women's Street Footwear,47,268,1260,592.01,Online
Walmart,1185732,4/22/2020,Northeast,New York,New York,Women's Athletic Footwear,47,252,1184,544.82,Online
Walmart,1185732,4/23/2020,Northeast,New York,New York,Men's Apparel,58,252,1462,584.64,Online
Walmart,1185732,4/24/2020,Northeast,New York,New York,Women's Apparel,59,280,1652,660.8,Online
Walmart,1185732,4/25/2020,Northeast,New York,New York,Men's Apparel,64,236,1510,634.37,Online
Walmart,1185732,4/26/2020,Northeast,New York,New York,Women's Apparel,68,290,1972,749.36,Online
Walmart,1185732,4/27/2020,Northeast,New York,New York,Men's Street Footwear,60,299,1794,1076.4,Online
Walmart,1185732,4/28/2020,Northeast,New York,New York,Men's Athletic Footwear,53,273,1447,622.17,Online
Walmart,1185732,4/29/2020,Northeast,New York,New York,Women's Street Footwear,52,258,1342,643.97,Online
Walmart,1185732,4/30/2020,Northeast,New York,New York,Women's Athletic Footwear,50,252,1260,617.4,Online
Walmart,1185732,5/1/2020,Northeast,New York,New York,Men's Apparel,64,254,1626,682.75,Online
Walmart,1185732,5/2/2020,Northeast,New York,New York,Women's Apparel,66,263,1736,642.25,Online
Walmart,1185732,5/3/2020,Northeast,New York,New York,Men's Street Footwear,62,312,1934,1238.02,Online
Walmart,1185732,5/4/2020,Northeast,New York,New York,Men's Athletic Footwear,51,300,1530,642.6,Online
Walmart,1185732,5/5/2020,Northeast,New York,New York,Women's Street Footwear,54,285,1539,723.33,Online
Walmart,1185732,5/6/2020,Northeast,New York,New York,Women's Athletic Footwear,54,225,1215,558.9,Online
Walmart,1185732,5/7/2020,Northeast,New York,New York,Men's Apparel,60,261,1566,673.38,Online
Walmart,1185732,7/18/2020,Northeast,New York,New York,Women's Apparel,68,290,1972,690.2,Online
Sports Direct,1197831,7/19/2020,Northeast,New York,New York,Men's Street Footwear,24,234,562,263.95,Online
Sports Direct,1197831,7/20/2020,Northeast,New York,New York,Men's Athletic Footwear,34,225,765,374.85,Online
Sports Direct,1197831,7/21/2020,Northeast,New York,New York,Women's Street Footwear,33,210,693,318.78,Online
Sports Direct,1197831,7/22/2020,Northeast,New York,New York,Women's Athletic Footwear,34,175,595,327.25,Online
Sports Direct,1197831,7/23/2020,South,Texas,Houston,Men's Apparel,36,154,554,238.39,Online
Sports Direct,1197831,7/24/2020,South,Texas,Houston,Women's Apparel,34,203,690,441.73,Online
Sports Direct,1197831,7/25/2020,South,Texas,Houston,Men's Street Footwear,23,213,490,244.95,Online
Sports Direct,1197831,7/26/2020,South,Texas,Houston,Men's Athletic Footwear,33,255,842,378.68,Online
Sports Direct,1197831,7/27/2020,South,Texas,Houston,Women's Street Footwear,32,176,563,253.44,Online
Sports Direct,1197831,7/28/2020,South,Texas,Houston,Women's Athletic Footwear,34,175,595,357,Online
Sports Direct,1197831,7/29/2020,South,Texas,Houston,Men's Apparel,38,125,475,213.75,Online
Sports Direct,1197831,7/30/2020,South,Texas,Houston,Women's Apparel,34,196,666,419.83,Online
Sports Direct,1197831,7/31/2020,South,Texas,Houston,Men's Street Footwear,29,254,737,331.47,Online
Sports Direct,1197831,8/1/2020,South,Texas,Houston,Men's Athletic Footwear,39,236,920,414.18,Online
Sports Direct,1197831,8/2/2020,South,Texas,Houston,Women's Street Footwear,32,182,582,285.38,Online
Sports Direct,1197831,8/3/2020,South,Texas,Houston,Women's Athletic Footwear,37,174,644,373.4,Online
Sports Direct,1197831,8/4/2020,South,Texas,Houston,Men's Apparel,41,125,513,205,Online
Sports Direct,1197831,8/5/2020,South,Texas,Houston,Women's Apparel,39,189,737,442.26,Online
Sports Direct,1197831,8/6/2020,South,Texas,Houston,Men's Street Footwear,27,234,632,303.26,Online
Sports Direct,1197831,8/7/2020,South,Texas,Houston,Men's Athletic Footwear,38,225,855,384.75,Online
Sports Direct,1197831,8/8/2020,South,Texas,Houston,Women's Street Footwear,34,203,690,317.49,Online
Sports Direct,1197831,8/9/2020,South,Texas,Houston,Women's Athletic Footwear,36,163,587,346.21,Online
Walmart,1197831,8/10/2020,South,Texas,Houston,Men's Apparel,42,147,617,259.31,Online
Walmart,1197831,8/11/2020,South,Texas,Houston,Women's Apparel,39,232,905,551.93,Online
Walmart,1197831,8/12/2020,South,Texas,Houston,Men's Street Footwear,29,268,777,373.06,Online
Walmart,1197831,8/13/2020,South,Texas,Houston,Men's Athletic Footwear,38,259,984,452.73,Online
Walmart,1197831,8/14/2020,South,Texas,Houston,Women's Street Footwear,33,225,743,356.4,Online
Walmart,1197831,8/15/2020,South,Texas,Houston,Women's Athletic Footwear,39,189,737,427.52,Online
Walmart,1197831,8/16/2020,South,Texas,Houston,Men's Apparel,42,168,706,282.24,Online
Walmart,1197831,8/17/2020,South,Texas,Houston,Women's Apparel,37,276,1021,643.36,Online
Walmart,1197831,8/18/2020,South,Texas,Houston,Men's Street Footwear,39,238,928,436.25,Online
Walmart,1197831,8/19/2020,South,Texas,Houston,Men's Athletic Footwear,42,238,1000,449.82,Online
Walmart,1197831,8/20/2020,South,Texas,Houston,Women's Street Footwear,37,232,858,420.62,Online
Walmart,1197831,8/21/2020,South,Texas,Houston,Women's Athletic Footwear,38,203,771,439.7,Online
